TRTID10,decade,R_VAC,HU_ln,P_NONWHT,a_hinc
39035172101,1980,84,6.966967139,0.555876289,3.127176853
39035172101,1990,118,7.570443252,0.044713791,5.61328082
39035172101,2000,81,7.731053144,0.112609601,5.756921408
39035172101,2010,250,7.734558844,0.024009146,4.2974
39035172102,1970,65,7.410951876,0.005275358,6.073942534
39035172102,1980,156,8.744328764,0.128924942,4.53063805
39035172102,1990,66,6.844815479,0.007134364,4.560030499
39035172102,2000,95,6.986566459,0.021820918,5.205296427
39035172102,2010,276,7.586296307,0.044661075,4.4599
39035172103,1970,62,7.36707706,0.005275358,6.073942347
39035172103,1980,182,7.703459048,0.070679441,8.736514405
39035172103,1990,62,7.035268599,0.14271915,5.228087725
39035172103,2000,79,7.252762418,0.142199825,5.532199101
39035172103,2010,322,7.687997166,0.068141593,2.701
39035172201,1970,50,7.192182059,0.010903827,6.260951495
39035172201,1980,90,7.299797367,0.310185201,4.038362512
39035172201,1990,377,7.50659178,0.397750281,1.958240633
39035172201,2000,301,7.364547014,0.484827937,1.904254076
39035172201,2010,250,7.24636808,0.042508711,4.0962
39035172202,1970,86,7.726212651,0.010893351,6.26384967
39035172202,1980,163,8.487970333,0.134033433,4.768512736
39035172202,1990,98,6.845879875,0.016450216,3.78622895
39035172202,2000,112,7.049254841,0.022279966,4.788602949
39035172202,2010,200,7.321188557,0.029585799,4.0333
39035173103,1970,24,6.363028104,0.003072694,7.884111804
39035173103,1980,61,8.274102002,0.980627047,2.59283503
39035173103,1990,66,6.64509097,0.266565695,3.918537848
39035173103,2000,112,6.723832441,0.357288333,4.053225164
39035173103,2010,139,7.028201432,0.036901865,2.8787
39035173104,1970,54,7.180831199,0.003147421,7.863207724
39035173104,1980,162,8.570544367,0.142671752,3.820519203
39035173104,1990,139,7.202661197,0.1093452,3.978522465
39035173104,2000,202,7.365812837,0.085186255,4.139949438
39035173104,2010,664,7.8559322,0.050936501,3.1996
39035173105,1970,13,5.713732806,0.003072693,7.884112345
39035173105,1980,63,7.677863501,0.973844554,1.538674194
39035173105,1990,76,6.855408799,0.056899004,4.498846135
39035173105,2000,93,6.923628628,0.082890071,4.894830885
39035173105,2010,1307,7.771910256,0.035257823,3.4126
39035173106,1970,17,6.013715156,0.003072693,7.884112475
39035173106,1980,179,8.304247465,0.223654605,4.427725755
39035173106,1990,264,7.601402335,0.02981204,3.749724955
39035173106,2000,225,7.647308832,0.028624766,4.039364238
39035173106,2010,1904,8.093156698,0.030840128,4.1628
39035173107,1970,45,7.00488199,0.004158258,7.587166203
39035173107,1980,365,7.952966791,0.946974626,1.768786709
39035173107,1990,62,6.448889394,0.012876223,3.744239941
39035173107,2000,89,6.70073111,0.019765902,4.443177761
39035173107,2010,1487,8.096817471,0.043211455,2.9738
39035174103,1970,12,6.620073207,0.003262233,8.264325393
39035174103,1980,110,8.298041661,0.185015672,4.587978304
39035174103,1990,184,7.540621529,0.012876227,3.74423966
39035174103,2000,266,7.791522819,0.019765916,4.443177752
39035174103,2010,360,7.679251426,0.028565338,4.5258
39035174104,1970,5,5.666426688,0.003262234,8.264325207
39035174104,1980,40,7.583247524,0.834741952,2.510455201
39035174104,1990,466,7.464509835,0.008674843,2.729300005
39035174104,2000,524,7.621195163,0.019837233,3.503807874
39035174104,2010,283,7.643003636,0.030375353,2.8776
39035174105,1970,24,7.162397497,0.003138833,7.507537484
39035174105,1980,155,8.601166625,0.307083191,4.039864751
39035174105,1990,183,6.765038977,0.008275343,3.311322241
39035174105,2000,207,6.946013991,0.02698509,3.666707093
39035174105,2010,388,7.395721609,0.01697682,3.264
39035174106,1970,18,6.920671504,0.003138833,7.507538195
39035174106,1980,235,8.085794701,0.921140211,2.433584092
39035174106,1990,388,7.512617545,0.008275343,3.311322258
39035174106,2000,437,7.693481641,0.026985109,3.666707311
39035174106,2010,63,6.754604099,0.179190751,1.9917
39035174107,1970,20,7.00033446,0.003138833,7.507537834
39035174107,1980,138,8.6006148,0.223559153,4.170570686
39035174107,1990,448,7.636269603,0.005813953,3.221516607
39035174107,2000,469,7.759187439,0.025137305,3.363233591
39035174107,2010,91,7.076653815,0.124916944,2.166
39035174203,1970,11,6.883462586,0.005167994,8.193900697
39035174203,1980,281,7.743269701,0.971866097,1.288966716
39035174203,1990,347,7.634820678,0.01774308,3.284929
39035174203,2000,322,7.708859601,0.033340412,3.54784467
39035174203,2010,84,7.062191632,0.284180387,1.2415
39035174204,1970,11,6.952728645,0.005159071,8.210102239
39035174204,1980,151,8.512582579,0.311367582,4.4066928
39035174204,1990,220,7.295735073,0.029481062,3.120966065
39035174204,2000,234,7.333023014,0.029869311,3.609423222
39035174204,2010,110,7.663877259,0.092568449,6.9083
39035174205,1970,60,7.395721609,0.004294586,6.488961562
39035174205,1980,97,7.446001498,0.951362683,2.278339514
39035174205,1990,243,7.385230923,0.016958734,2.741639679
39035174205,2000,402,7.652545693,0.033119894,3.233699173
39035174205,2010,133,7.548555979,0.283738001,3.625
39035174206,1970,21,6.320768294,0.004267701,6.49345837
39035174206,1980,59,6.588926478,0.993657505,2.559532477
39035174206,1990,187,7.596392304,0.012059158,2.47256586
39035174206,2000,231,7.734121303,0.037290825,3.058778791
39035174206,2010,143,6.741700695,0.43216413,2.6296
39035174207,1970,52,7.239932591,0.004267701,6.49345832
39035174207,1980,122,8.63887971,0.201216571,4.386160394
39035174207,1990,155,7.539558829,0.015064261,3.329689277
39035174207,2000,251,7.833203949,0.026253259,3.845559558
39035174207,2010,90,7.725330038,0.223582474,4.0486
39035175103,1970,12,6.668228248,0.003905801,7.285335492
39035175103,1980,67,8.49023301,0.500788485,3.912914757
39035175103,1990,307,7.323830566,0.012249448,3.579571839
39035175103,2000,378,7.411556288,0.021582734,4.052611838
39035175103,2010,414,7.955425089,0.182857143,4.8354
39035175104,1970,11,6.501289671,0.003905801,7.285335238
39035175104,1980,478,7.512071246,0.747090552,1.222926734
39035175104,1990,266,7.648263031,0.009653719,2.885431743
39035175104,2000,297,7.695303135,0.014525886,3.588324015
39035175104,2010,253,8.244596756,0.195757997,2.6165
39035175105,1970,10,6.432940093,0.003905801,7.285335898
39035175105,1980,184,8.665095821,0.345075982,3.391343046
39035175105,1990,166,7.479299638,0.163907556,3.530523111
39035175105,2000,185,7.660585462,0.166066907,3.633096962
39035175105,2010,180,8.111027838,0.151623473,5.459
39035175106,1970,5,5.765191103,0.003905801,7.285336062
39035175106,1980,371,8.011355109,0.93844924,1.279515861
39035175106,1990,138,7.369600721,0.008536021,4.106725079
39035175106,2000,126,7.44775128,0.024670279,4.187675461
39035175106,2010,237,8.339261983,0.168877599,6.3963
39035175201,1970,12,6.448889394,0.00414432,7.390651825
39035175201,1980,84,8.454466362,0.468677974,4.700155021
39035175201,1990,231,7.457032089,0.011948831,3.413761318
39035175201,2000,317,7.622663951,0.038596317,3.712494518
39035175201,2010,89,7.77569575,0.155498282,6.7372
39035175202,1970,9,6.22059017,0.00414432,7.390651695
39035175202,1980,234,8.006367568,0.989054854,1.57372939
39035175202,1990,358,7.577633833,0.011956772,3.038306532
39035175202,2000,424,7.730614066,0.028511088,3.681549703
39035175202,2010,95,7.688455357,0.150679686,8.0302
39035176100,1970,11,6.575075841,0.002120586,6.856904732
39035176100,1980,234,8.631949429,0.481336385,2.69950308
39035176100,1990,92,7.033506484,0.016129032,1.671514137
39035176100,2000,150,7.125283092,0.039207781,2.758617122
39035176100,2010,202,7.736307097,0.351929093,3.1674
39035176200,1970,44,6.532334292,0.003173602,7.032531833
39035176200,1980,263,7.793586803,0.994883721,1.593510545
39035176200,1990,108,7.165493475,0.017321009,2.641998653
39035176200,2000,121,7.265429723,0.031325146,2.9227033
39035176200,2010,347,8.472195825,0.237208082,5.0877
39035177101,1970,40,7.221105098,0.004582151,6.431838669
39035177101,1980,2,7.887208586,0.46122153,5.496159257
39035177101,1990,171,7.194436851,0.019297691,2.824589867
39035177101,2000,231,7.382124366,0.046252438,3.071658485
39035177101,2010,452,8.058960018,0.356513531,2.669
39035177103,1970,36,7.674152921,0.001766039,6.002337719
39035177103,1980,23,7.594381243,0.988310125,1.466310143
39035177103,1990,212,7.532088144,0.015094323,2.872925202
39035177103,2000,302,7.721791777,0.030828511,3.467748686
39035177103,2010,174,7.347943823,0.30101914,3.75
39035177104,1970,26,7.384610383,0.001712946,5.996075472
39035177104,1980,263,8.62389281,0.456450159,3.16348402
39035177104,1990,135,7.552762084,0.015914489,2.577165041
39035177104,2000,185,7.628031127,0.035075494,2.94433204
39035177104,2010,308,8.278682163,0.334175269,4.7172
39035177201,1970,11,7.239932591,0.001272534,6.303208918
39035177201,1980,537,7.803843304,0.887051231,1.217918832
39035177201,1990,175,7.264730178,0.334862385,2.217716993
39035177201,2000,162,7.263329617,0.348615418,2.436498306
39035177201,2010,379,8.242756346,0.221808246,5.6225
39035177202,1970,12,7.320526962,0.001272534,6.303208749
39035177202,1980,192,8.436850439,0.885743087,2.098305825
39035177202,1990,50,7.062191632,0.052631579,3.132739395
39035177202,2000,65,7.074963198,0.086826347,3.624633065
39035177202,2010,102,7.266827348,0.087713936,6.3646
39035177302,1970,49,7.295735073,0.004349711,6.0797483
39035177302,1980,198,6.753437919,0.996488764,1.289531618
39035177302,1990,138,7.54538975,0.008580858,2.729128631
39035177302,2000,202,7.60339934,0.02248707,3.261789497
39035177302,2010,220,7.975564658,0.042118975,6.3917
39035177303,1970,48,7.229838778,0.004189061,5.985740071
39035177303,1980,177,8.60043079,0.450613108,3.342766489
39035177303,1990,104,7.444833274,0.027291646,2.6344082
39035177303,2000,196,7.573531263,0.056325233,2.671770036
39035177303,2010,119,7.491087594,0.077798421,6.5547
39035177304,1970,47,7.204149292,0.004189061,5.985739761
39035177304,1980,29,7.216709487,0.952884395,1.441771525
39035177304,1990,89,7.192182059,0.209313821,2.256181047
39035177304,2000,127,7.222566019,0.246102819,3.284850548
39035177304,2010,211,7.501082124,0.093083847,5.5439
39035177403,1970,13,7.19518732,0.000599377,6.526940402
39035177403,1980,489,8.142063283,0.918560087,2.109072831
39035177403,1990,116,7.592366129,0.1157174,2.410987061
39035177403,2000,138,7.663877259,0.18705036,2.561126054
39035177403,2010,162,8.126518169,0.205099778,7.3324
39035177404,1970,12,7.129297549,0.000599377,6.52694008
39035177404,1980,699,7.839131648,0.968542467,1.602274355
39035177404,1990,74,7.305188215,0.041251778,2.924678552
39035177404,2000,109,7.325807503,0.081165158,3.858800872
39035177404,2010,153,7.486052618,0.046370023,6.0375
39035177405,1970,19,7.643003636,0.002108281,6.49171216
39035177405,1980,106,8.335911094,0.535300661,3.055063193
39035177405,1990,71,6.961296046,0.016810168,2.629725525
39035177405,2000,107,6.951772164,0.112173913,3.028357681
39035177405,2010,234,8.136810864,0.051157716,4.7816
39035177406,1970,15,7.379632153,0.002108281,6.491711833
39035177406,1980,182,7.157735484,0.975939849,2.119338987
39035177406,1990,73,6.893656355,0.070322866,3.561200935
39035177406,2000,59,6.891625897,0.087858718,3.251363049
39035177406,2010,172,7.654917048,0.039747248,4.4867
39035177501,1970,10,6.689599269,0.00593485,7.038011878
39035177501,1990,85,6.967909202,0.013957307,2.145564005
39035177501,2000,106,6.979145275,0.025187804,2.967393092
39035177501,2010,215,7.40671073,0.517307692,1.7563
39035177503,1970,30,7.821643126,0.005934869,7.038188962
39035177503,1980,230,6.652863029,0.995755518,1.229687371
39035177503,1990,268,7.785720897,0.008517628,6.029998006
39035177503,2000,191,8.020270473,0.030062893,6.496960652
39035177503,2010,42,6.483107351,0.166592625,1.8725
39035177504,1970,12,6.882437471,0.005934851,7.038012205
39035177504,1980,124,6.708084084,0.986713287,1.039387561
39035177504,1990,28,6.343880434,0.014698677,5.718762059
39035177504,2000,136,7.780303088,0.029358463,5.242586638
39035177504,2010,242,7.768956045,0.141004262,6.44
39035177505,1970,21,7.451241685,0.005934851,7.038012352
39035177505,1980,82,8.313607139,0.35781152,3.919425007
39035177505,1990,126,7.85902698,0.014698677,5.718761867
39035177505,2000,75,7.39387829,0.022379539,7.232583667
39035177505,2010,78,7.524561226,0.077916195,6.3438
39035177604,1970,20,6.579251212,0.003778528,7.307637419
39035177604,1980,185,7.54802897,0.99456029,1.653855608
39035177604,1990,129,7.814399634,0.017584061,5.115488646
39035177604,2000,151,8.009030685,0.022390073,5.148379789
39035177604,2010,164,7.273092596,0.091598423,4.7188
39035177605,1970,21,6.647688374,0.003778528,7.30763708
39035177605,1980,12,6.033086222,0.303825956,4.313796367
39035177605,1990,204,7.507690078,0.011279962,5.238297
39035177605,2000,175,7.562161631,0.019749023,5.515761969
39035177605,2010,115,6.64509097,0.145098039,3.0577
39035177606,1970,29,6.942156706,0.003779879,7.307033904
39035177606,1980,458,7.290974778,0.997088186,1.505121323
39035177606,1990,271,7.768110379,0.010981601,5.244711919
39035177606,2000,252,7.899153483,0.01286499,5.965820472
39035177606,2010,110,7.136483209,0.094672548,4.3125
39035177607,1970,27,6.869014451,0.003778528,7.307637278
39035177607,1980,11,6.315358002,0.360402689,3.971006333
39035177607,1990,453,7.874739125,0.007691998,4.824406745
39035177607,2000,397,7.985143931,0.017194452,5.117464083
39035177607,2010,85,7.265429723,0.191642121,5.2449
39035177608,1970,39,7.251344983,0.003778528,7.307637205
39035177608,1980,28,7.380255788,0.181700729,5.658665392
39035177608,1990,80,6.805722553,0.020920502,4.615044774
39035177608,2000,164,7.791935957,0.041424056,4.666673672
39035177608,2010,98,7.39387829,0.150440479,4.6875
39035177609,1970,25,6.800170068,0.003778528,7.307637487
39035177609,1980,717,7.676937146,0.990084986,1.254226032
39035177609,1990,268,8.013343181,0.020919851,4.615055002
39035177609,2000,139,7.776535028,0.025273113,5.489634288
39035177609,2010,67,7.708410667,0.136596218,3.5963
39035178101,1970,14,7.224024808,0.002275929,6.372508178
39035178101,1980,33,7.375255778,0.299180312,3.378322457
39035178101,1990,232,7.79399909,0.03953793,4.319235216
39035178101,2000,262,7.99530662,0.055913677,4.968920647
39035178101,2010,230,7.687997166,0.167407407,4.1451
39035178102,1970,16,7.416979621,0.002275929,6.372508139
39035178102,1980,826,7.934155234,0.992821249,1.693167576
39035178102,1990,94,6.886531643,0.03953793,4.319235113
39035178102,2000,59,6.978213743,0.051214953,5.932578211
39035178102,2010,292,7.215239979,0.409276944,2.7935
39035178201,1970,10,7.162397497,0.002625925,6.803328807
39035178201,1980,232,7.37337431,0.993506493,2.012420555
39035178201,1990,503,7.912056888,0.044916167,5.250367646
39035178201,2000,417,8.03915739,0.052994171,5.398739398
39035178201,2010,253,7.259116128,0.193609023,2.8175
39035178204,1970,28,7.282073658,0.004790941,6.858394289
39035178204,1980,5,8.082402254,0.997376542,2.716275104
39035178204,1990,127,6.91770561,0.015672396,4.160532848
39035178204,2000,142,7.090076836,0.025013869,4.716230258
39035178204,2010,223,6.977281342,0.246973366,2.351
39035178205,1970,20,6.923628628,0.004790941,6.858394227
39035178205,1980,87,8.459564079,0.692782292,2.96892762
39035178205,1990,293,7.751045118,0.015672396,4.160532856
39035178205,2000,327,7.924072325,0.025013823,4.716230428
39035178205,2010,232,7.736307097,0.138521691,3.8669
39035178206,1970,36,7.523481313,0.004790941,6.858393945
39035178206,1980,175,7.791935957,0.991426687,2.806671909
39035178206,1990,310,7.199678346,0.020440867,4.495030162
39035178206,2000,222,7.320526962,0.02310231,5.709082274
39035178206,2010,114,7.129297549,0.111363636,4.1786
39035179101,1970,13,6.603943825,0.008292937,12.80222089
39035179101,1980,375,7.758760544,0.994300099,1.705614069
39035179101,1990,121,7.415776975,0.00853923,3.976848721
39035179101,2000,140,7.542213463,0.02547936,4.097139337
39035179101,2010,102,7.521859252,0.110803962,4.2798
39035179102,1970,16,6.81014245,0.007921793,12.82035638
39035179102,1980,13,7.542743545,0.993500739,2.572052202
39035179102,1990,87,7.092573716,0.00853923,3.976848802
39035179102,2000,101,7.218909708,0.025479415,4.097139341
39035179102,2010,118,7.395721609,0.082715345,3.4401
39035180102,1970,19,7.052721049,0.006208149,7.005360603
39035180102,1980,312,7.261225092,0.996828753,1.703320944
39035180102,1990,112,7.204149292,0.009003001,4.11237368
39035180102,2000,145,7.249215057,0.014849814,4.417172719
39035180102,2010,137,6.930494766,0.149332254,4.1635
39035180103,1970,22,7.206377291,0.006510903,6.982225984
39035180103,1980,627,8.06117136,0.989877551,1.378171291
39035180103,1990,465,7.046647278,0.008108122,4.536912211
39035180103,2000,472,7.141245122,0.014887075,4.506963513
39035180103,2010,30,6.609349243,0.075039083,7.5587
39035180104,1970,11,6.487684018,0.006290035,7.006763009
39035180104,1990,589,7.329749689,0.005024017,3.609156592
39035180104,2000,497,7.413367336,0.01362862,4.368351982
39035180104,2010,86,6.878326468,0.102389078,4.4091
39035181100,1970,71,7.899895323,0.002489192,8.126427007
39035181100,1980,582,7.832014181,0.997099648,1.411974583
39035181100,1990,126,7.239214974,0.002922078,3.330003137
39035181100,2000,196,7.33171497,0.01459854,3.582681578
39035181100,2010,91,6.786716951,0.157444668,3.5938
39035181201,1970,72,7.54802897,0.005771144,7.125536994
39035181201,1980,147,7.565793282,0.981149568,1.863686214
39035181201,1990,323,7.465082736,0.00518269,4.03850695
39035181201,2000,332,7.579167967,0.018872286,4.539101743
39035181201,2010,107,6.928537818,0.081995662,3.3299
39035181203,1970,17,7.295056416,0.001941747,7.215775122
39035181203,1980,613,7.805474625,0.997882353,1.212410148
39035181203,1990,243,7.390798522,0.011768256,3.137709568
39035181203,2000,236,7.385230923,0.021411339,3.463083038
39035181203,2010,127,7.278628942,0.075443342,6.0273
39035181204,1970,26,7.7164608,0.00194818,7.215408834
39035181204,1980,313,7.276556403,0.989731051,2.087288514
39035181204,1990,233,7.384610383,0.006791171,2.906683096
39035181204,2000,231,7.379008128,0.018899859,3.585870872
39035181204,2010,123,7.58171964,0.042851257,5.9755
39035182103,1970,6,6.558197803,0.006017255,8.246690296
39035182103,1980,375,7.153051635,0.992191567,1.127776816
39035182103,1990,96,6.722629795,0.074105762,1.259126372
39035182103,2000,97,6.774223886,0.191315293,1.383417771
39035182103,2010,206,7.295056416,0.038769231,4.088
39035182104,1970,7,6.672032945,0.006062992,8.307556743
39035182104,1980,411,8.316300249,0.970292666,2.117085454
39035182104,1990,118,6.762729507,0.061725509,1.310749522
39035182104,2000,91,6.801283034,0.114426744,1.60814036
39035182104,2010,488,7.965892735,0.21131896,3.5524
39035182105,1970,8,6.849066283,0.006062992,8.307556106
39035182105,1980,28,5.897153868,0.981149568,1.863686275
39035182105,1990,88,7.467942332,0.025824176,4.048961554
39035182105,2000,99,7.43838353,0.063403126,4.147432013
39035182105,2010,398,7.897668151,0.034093015,3.375
39035182106,1970,9,6.982862751,0.006062992,8.307556648
39035182106,1980,324,8.030734924,0.997414907,1.516639493
39035182106,1990,152,7.468513271,0.091607241,2.961011993
39035182106,2000,105,7.492203043,0.15390525,3.327538027
39035182106,2010,133,7.621684999,0.061498912,6.436
39035183100,1970,58,7.171656823,0.020414993,6.639628242
39035183100,1980,287,8.265907334,0.951502733,2.532990736
39035183100,1990,153,7.138867,0.07626131,1.992295453
39035183100,2000,170,7.151485464,0.165163577,2.067398652
39035183100,2010,213,7.768533301,0.05521706,3.7793
39035183200,1970,10,6.870053412,0.015144052,19.37696951
39035183200,1980,567,7.856319571,0.993176649,1.192879354
39035183200,1990,232,7.555381944,0.07626131,1.992295453
39035183200,2000,259,7.568379268,0.165163599,2.067398713
39035183200,2010,283,8.084870629,0.136105592,3.9933
39035183300,1970,16,7.416979621,0.01594533,17.68538841
39035183300,1980,403,7.976938757,0.984986172,1.89484731
39035183300,1990,217,7.381501895,0.088450086,2.085851852
39035183300,2000,184,7.186144305,0.166786485,2.63435716
39035183300,2010,245,7.387709239,0.246163106,2.3396
39035183401,1970,29,6.997595983,0.250963684,8.293686923
39035183401,1980,650,8.085178748,0.989048338,1.501115
39035183401,1990,287,7.491645474,0.16355277,2.411488085
39035183401,2000,171,7.31986493,0.21732988,2.331251528
39035183401,2010,165,7.206377291,0.137413395,1.9237
39035183402,1970,16,6.410174882,0.250963684,8.293686641
39035183402,1980,419,8.08671792,0.963732005,2.271578883
39035183402,1990,167,7.268920128,0.140995277,2.716911204
39035183402,2000,143,7.14440718,0.193040597,2.797869829
39035183402,2010,244,7.588829878,0.043620247,2.8049
39035183501,1970,37,7.329093736,0.023635196,8.210275019
39035183501,1980,609,8.25426877,0.996027678,1.642337498
39035183501,1990,209,7.735433352,0.043288324,2.524324135
39035183501,2000,252,7.843064017,0.100407314,2.946294634
39035183501,2010,126,7.176254532,0.152896812,1.9254
39035183502,1970,42,7.437206367,0.023635196,8.210275013
39035183502,1980,354,8.069968149,0.991941392,1.961089644
39035183502,1990,58,7.057036982,0.010950667,5.195169642
39035183502,2000,66,7.04053639,0.047148931,5.169098083
39035183502,2010,129,7.292337176,0.124712076,2.5963
39035183603,1970,19,6.647688374,0.326907391,7.458312015
39035183603,1980,788,8.133880888,0.996089638,1.242207087
39035183603,1990,67,7.448333861,0.028393966,3.762406453
39035183603,2000,70,7.455876687,0.083805547,3.429227452
39035183603,2010,181,7.421177529,0.092573491,3.4325
39035183604,1970,27,6.993015123,0.325712818,7.464099779
39035183604,1980,197,7.824845691,0.975386606,2.121777068
39035183604,1990,118,7.583756301,0.034284153,4.233474968
39035183604,2000,105,7.56112159,0.087358142,3.709885357
39035183604,2010,257,7.276556403,0.036406941,3.4458
39035183605,1970,35,7.245655068,0.325878215,7.462998828
39035183605,1980,588,7.776115477,0.990595611,1.600020832
39035183605,1990,68,6.897704943,0.040625,4.549061968
39035183605,2000,58,6.9902565,0.095706619,4.058990427
39035183605,2010,672,8.058010801,0.043484965,4.2674
39035183606,1970,19,6.637258031,0.325712818,7.464099547
39035183606,1980,308,7.812782819,0.993625536,2.09701301
39035183606,1990,136,7.319202459,0.041734198,3.624099032
39035183606,2000,57,7.314552832,0.070602808,3.168809299
39035183606,2010,335,7.751475318,0.051096319,4.6071
39035184103,1970,7,5.934894196,0.002864832,7.580329757
39035184103,1980,413,7.06646697,0.995535714,1.124521662
39035184103,1990,98,7.051855623,0.042783132,4.554582163
39035184103,2000,102,7.495541944,0.108948286,3.488842724
39035184103,2010,506,7.595387279,0.050646848,4.2377
39035184104,1970,21,6.954638865,0.002954576,7.566772011
39035184104,1980,262,8.15536212,0.992394366,2.670707658
39035184104,1990,89,7.733245647,0.04064284,5.153873323
39035184104,2000,85,7.756195344,0.101641908,4.30873671
39035184104,2010,255,7.846198815,0.168588688,4.2435
39035184105,1970,4,5.356586275,0.002864832,7.580329599
39035184105,1980,444,7.9686657,0.973640306,2.106819391
39035184105,1990,102,7.284134806,0.024559194,2.61447232
39035184105,2000,113,7.294377299,0.076358786,2.669684728
39035184105,2010,333,7.757906208,0.183484723,4.5083
39035184106,1970,2,4.564348191,0.002864832,7.580329678
39035184106,1980,4,5.743003188,0.344971277,6.353510172
39035184106,1990,161,7.338888134,0.051265163,2.613459001
39035184106,2000,189,7.405495663,0.105679571,2.578912503
39035184106,2010,160,7.623641947,0.051410282,5.2404
39035184108,1970,23,7.054449658,0.002864832,7.5803297
39035184108,1980,24,7.509883061,0.344971267,6.353510042
39035184108,1990,163,7.279318835,0.044951474,2.73458472
39035184108,2000,143,7.284820913,0.091102986,2.947153339
39035184108,2010,219,7.881182202,0.034547152,5.4039
39035185101,1970,12,7.052721049,0.002984695,7.08190507
39035185101,1980,91,7.182352112,0.990116029,1.608283868
39035185101,1990,123,7.520776415,0.070673077,3.578167988
39035185101,2000,117,7.539558829,0.095840428,3.274301344
39035185101,2010,180,7.870547845,0.064346997,5.8487
39035185102,1970,7,6.555356892,0.002984696,7.081905448
39035185102,1980,2,4.248495242,0.578912467,2.895061161
39035185102,1990,142,7.823245691,0.040662109,4.055645504
39035185102,2000,160,7.92984643,0.077872572,3.468480306
39035185102,2010,201,7.60090246,0.069269799,5.1907
39035185103,1970,7,6.484635236,0.002984695,7.081905301
39035185103,1980,112,8.102283624,0.90419081,2.614118547
39035185103,1990,142,7.625595072,0.038626609,4.069356414
39035185103,2000,129,7.638679824,0.073151897,3.634200931
39035185103,2010,4495,8.801168402,0.033905579,5.4881
39035185104,1970,24,7.743703258,0.002984695,7.081905019
39035185104,1980,207,6.761572769,0.983116256,1.318064447
39035185104,1990,232,7.828038032,0.034010236,4.613673882
39035185104,2000,224,7.883823215,0.066451115,4.22974034
39035185104,2010,5213,8.990441551,0.089332461,5.0101
39035185201,1970,4,6.450470422,0.003108016,6.232819665
39035185201,1980,98,7.311886164,0.962451187,2.358215371
39035185201,1990,90,7.63385356,0.020585739,6.636526477
39035185201,2000,81,7.743269701,0.051402826,5.779124085
39035185201,2010,1620,7.893945138,0.034666667,4.064
39035185202,1970,9,7.401231264,0.002674957,6.21170518
39035185202,1980,6,7.874358825,0.996754683,2.123109711
39035185202,1990,63,6.64898455,0.023867511,4.936562364
39035185202,2000,76,7.190676034,0.078171721,4.090760706
39035185202,2010,1186,7.881182202,0.04763239,5.0586
39035185203,1970,13,7.723562472,0.00267521,6.212113968
39035185203,1980,328,8.516192691,0.935058118,2.257807162
39035185203,1990,28,6.309918278,0.026916272,6.858571445
39035185203,2000,18,6.56948142,0.057901086,5.971095074
39035185203,2010,266,7.477038472,0.067364466,3.3493
39035186103,1970,30,6.426488457,0.003993038,7.274493556
39035186103,1980,66,7.787382026,0.872997486,2.918097492
39035186103,1990,53,7.337587744,0.017968305,6.256972042
39035186103,2000,41,7.483244416,0.044983573,5.303183231
39035186103,2010,851,7.835579247,0.04091888,5.5594
39035186104,1970,22,6.104793232,0.003993038,7.274493629
39035186104,1980,112,6.29156914,0.962230215,1.432506866
39035186104,1990,110,7.073269717,0.071853848,4.487707472
39035186104,2000,120,7.694392803,0.081367144,4.007593721
39035186104,2010,2760,8.413165121,0.034539026,3.6458
39035186105,1970,15,5.730099783,0.003993037,7.274493629
39035186105,1980,141,7.003065459,0.863065804,2.059995509
39035186105,1990,94,7.011213987,0.030986864,3.126398164
39035186105,2000,77,7.095893221,0.07345576,3.378812067
39035186105,2010,982,8.217978203,0.042394015,3.9341
39035186106,1970,24,6.22059017,0.003993038,7.274493505
39035186106,1980,140,8.29953457,0.862727755,2.6015988
39035186106,1990,124,7.242797923,0.025535662,2.969040411
39035186106,2000,145,7.35372233,0.099813681,3.095946189
39035186106,2010,183,7.309212366,0.028069093,4.7141
39035186107,1970,47,6.877296071,0.003993038,7.274493093
39035186107,1980,140,7.925880317,0.550420266,3.486743364
39035186107,1990,105,7.388946098,0.032092426,2.576939104
39035186107,2000,157,7.472500745,0.087225806,2.634111829
39035186107,2010,2693,8.321178307,0.038448335,4.3125
39035186201,1970,3,5.480638923,0.0033241,7.119838785
39035186201,1980,373,7.553286606,0.996353217,1.718028977
39035186201,1990,69,7.112327445,0.045470085,3.310122501
39035186201,2000,78,7.163946684,0.073249551,2.882263465
39035186201,2010,1866,8.030734924,0.033440774,4.107
39035186202,1970,2,5.135798437,0.0033241,7.11983856
39035186202,1980,580,7.286191715,0.987687366,1.117168895
39035186202,1990,104,7.494986234,0.018251273,9.347488392
39035186202,2000,117,7.801800402,0.044271713,7.461354207
39035186202,2010,262,7.820037989,0.027535727,4.941
39035186203,1970,4,5.916202063,0.003324099,7.119838402
39035186203,1980,119,8.129764446,0.937160896,2.306133298
39035186203,1990,38,6.946975992,0.018493527,9.090450452
39035186203,2000,83,7.661527081,0.032545385,10.40309294
39035186203,2010,80,7.319202459,0.029042386,5.503
39035186205,1970,3,5.365976015,0.0033241,7.119838233
39035186205,1980,93,8.025516386,0.828888076,2.672210043
39035186205,1990,43,6.421622268,0.032639464,5.658645604
39035186205,2000,65,6.997595983,0.048635824,5.339369456
39035186205,2010,248,7.586296307,0.017095965,4.5875
